"Index" "kof_mob" "mobility_trendecon_r"
"2020-01-07" 0.770462833779851 0.714590968625062
"2020-01-08" 0.797853180245383 0.737945452202008
"2020-01-09" 0.825243526710916 0.703097407676649
"2020-01-10" 0.851427844825459 0.661426958725178
"2020-01-11" 0.877612162940002 0.535410425046204
"2020-01-12" 0.903498654880844 1
"2020-01-13" 0.929385146821687 0.73332402454347
"2020-01-14" 0.937080965453916 0.858344144353223
"2020-01-15" 0.944776784086145 0.85045937780987
"2020-01-16" 0.946024406293571 0.838846426367219
"2020-01-17" 0.947272028500996 0.786839900297045
"2020-01-18" 0.946826602266965 0.735072242636928
"2020-01-19" 0.946381176032934 0.952401773018565
"2020-01-20" 0.949743183081662 0.834917768406978
"2020-01-21" 0.95310519013039 0.837433120487299
"2020-01-22" 0.959822665088696 0.844764568875349
"2020-01-23" 0.966540140047003 0.852682485288232
"2020-01-24" 0.962423819835535 0.829158509278247
"2020-01-25" 0.958307499624066 0.848620986892505
"2020-01-26" 0.955321347698405 0.892206150047148
"2020-01-27" 0.952335195772744 0.848574060344482
"2020-01-28" 0.946454671507376 0.751282019813939
"2020-01-29" 0.940574147242009 0.820000300315196
"2020-01-30" 0.932123818621169 0.764014332420266
"2020-01-31" 0.923673490000329 0.879261516396893
"2020-02-01" 0.929063735764665 0.869262152195418
"2020-02-02" 0.934453981529 0.853669625919283
"2020-02-03" 0.950137296587316 0.832888686969418
"2020-02-04" 0.965820611645632 0.724883375798912
"2020-02-05" 0.982910305822816 0.805867136563221
"2020-02-06" 1 0.821744115112257
"2020-02-07" 0.996402892674354 0.856183377765888
"2020-02-08" 0.992805785348707 0.881979286011939
"2020-02-09" 0.977763363420436 0.871784771147896
"2020-02-10" 0.962720941492165 0.950963091370666
"2020-02-11" 0.948996523794645 0.748008400210004
"2020-02-12" 0.935272106097124 0.79052293463058
"2020-02-13" 0.933247354036547 0.868756996278843
"2020-02-14" 0.93122260197597 0.852052366454406
"2020-02-15" 0.93961884451523 0.825185438581984
"2020-02-16" 0.948015087054491 0.84089318037963
"2020-02-17" 0.950532880534437 0.80997158849109
"2020-02-18" 0.953050674014384 0.767315935726284
"2020-02-19" 0.955669802558988 0.775688903447948
"2020-02-20" 0.958288931103592 0.781147873375756
"2020-02-21" 0.959593970722992 0.81114783494825
"2020-02-22" 0.960899010342392 0.951485260909188
"2020-02-23" 0.952235827820763 0.759898595522097
"2020-02-24" 0.943572645299134 0.76562351053615
"2020-02-25" 0.934220241661456 0.786917244873685
"2020-02-26" 0.924867838023779 0.767624595335387
"2020-02-27" 0.917154010987328 0.681112646633906
"2020-02-28" 0.909440183950877 0.644017205371556
"2020-02-29" 0.913267413357897 0.724953868463438
"2020-03-01" 0.917094642764916 0.504553938687386
"2020-03-02" 0.918999516750461 0.637788474015446
"2020-03-03" 0.920904390736007 0.67295946475486
"2020-03-04" 0.917489908706052 0.649429281975742
"2020-03-05" 0.914075426676097 0.675393785483304
"2020-03-06" 0.903567663173968 0.629747238831401
"2020-03-07" 0.893059899671838 0.631555247530909
"2020-03-08" 0.879049546166629 0.497781396235635
"2020-03-09" 0.86503919266142 0.635434222046697
"2020-03-10" 0.836247911819129 0.563767099508292
"2020-03-11" 0.807456630976839 0.608958016031713
"2020-03-12" 0.758614611011789 0.535278189573732
"2020-03-13" 0.709772591046739 0.469495909004516
"2020-03-14" 0.63120661470294 0.386263086361231
"2020-03-15" 0.552640638359141 0.265589226173927
"2020-03-16" 0.459328915916754 0.390345300841613
"2020-03-17" 0.366017193474372 0.41864083228073
"2020-03-18" 0.287861998023682 0.478441724696411
"2020-03-19" 0.209706802572993 0.466767486102294
"2020-03-20" 0.151461743067723 0.256501398499755
"2020-03-21" 0.0932166835624569 0.160215469182045
"2020-03-22" 0.062155565296776 0.159607258829205
"2020-03-23" 0.031094447031095 0.376761187442322
"2020-03-24" 0.0206184048252784 0.284695403511289
"2020-03-25" 0.0101423626194661 0.24046414193842
"2020-03-26" 0.00507118130973304 0.279593619246222
"2020-03-27" 0 0.194479161672458
"2020-03-28" 0.00247132215431639 0.174043542799194
"2020-03-29" 0.00494264430863293 0.0550008205339993
"2020-03-30" 0.0112982920659015 0.253810218002465
"2020-03-31" 0.0176539398231701 0.224519809564386
"2020-04-01" 0.0281813950490001 0.162184100199617
"2020-04-02" 0.0387088502748344 0.179370538000258
"2020-04-03" 0.0509945268348947 0.162041692077082
"2020-04-04" 0.0632802033949547 0.0856535026152635
"2020-04-05" 0.0676367110521583 0.0743590594433872
"2020-04-06" 0.0719932187093575 0.173638891354425
"2020-04-07" 0.0697595417999578 0.218773458665907
"2020-04-08" 0.067525864890558 0.21300868592377
"2020-04-09" 0.0591757355039557 0.22765249665616
"2020-04-10" 0.0508256061173577 0.0317559855622633
"2020-04-11" 0.0485160573094627 0.0622358546344971
"2020-04-12" 0.0462065085015677 0.0221946694548139
"2020-04-13" 0.0568416980177281 0.0379984169089393
"2020-04-14" 0.0674768875338887 0.173932371130219
"2020-04-15" 0.0793628308678003 0.143016320658435
"2020-04-16" 0.0912487742017119 0.15201993923206
"2020-04-17" 0.101797107836813 0.125898827070115
"2020-04-18" 0.112345441471914 0.123652438501648
"2020-04-19" 0.120586189588229 0.0188482275013319
"2020-04-20" 0.128826937704544 0.153845162318886
"2020-04-21" 0.136601488307074 0.164189457786854
"2020-04-22" 0.144376038909608 0.163474067298254
"2020-04-23" 0.155742031460711 0.130347020822681
"2020-04-24" 0.167108024011814 0.147507227102061
"2020-04-25" 0.173354032054508 0.0970627253295176
"2020-04-26" 0.179600040097203 0.0737577795632713
"2020-04-27" 0.17111172728453 0.228770893599846
"2020-04-28" 0.162623414471862 0.245300762171556
"2020-04-29" 0.160333309731242 0.160994487701073
"2020-04-30" 0.158043204990622 0.137856603960167
"2020-05-01" 0.163635874788512 0.136945462276668
"2020-05-02" 0.169228544586399 0.0159692904253823
"2020-05-03" 0.194138192342922 0
"2020-05-04" 0.21904784009944 0.157169154068508
"2020-05-05" 0.254487357537335 0.082779064791299
"2020-05-06" 0.28992687497523 0.125805362047742
"2020-05-07" 0.311523425625403 0.185402278285756
"2020-05-08" 0.333119976275571 0.244428903722406
"2020-05-09" 0.34818003377893 0.0415735314960077
"2020-05-10" 0.363240091282289 0.0553770287579481
"2020-05-11" 0.369558391301426 0.213855989388397
"2020-05-12" 0.375876691320564 0.220811292827226
"2020-05-13" 0.391182784542131 0.191297581273461
"2020-05-14" 0.406488877763698 0.144299855147502
"2020-05-15" 0.433181880921357 0.200122738511191
"2020-05-16" 0.459874884079016 0.161682866863495
"2020-05-17" 0.479366932877022 0.142779070044746
"2020-05-18" 0.498858981675028 0.319049351569526
"2020-05-19" 0.500263408756004 0.330022275283264
"2020-05-20" 0.501667835836984 0.346305899221603
"2020-05-21" 0.49981465923153 0.30500723809193
"2020-05-22" 0.497961482626076 0.253126226359634
"2020-05-23" 0.502485366811907 0.279126165788908
"2020-05-24" 0.507009250997743 0.336135077193025
"2020-05-25" 0.527884896773403 0.491318856018021
"2020-05-26" 0.548760542549062 0.495762575864565
"2020-05-27" 0.574022075396286 0.500434149056323
"2020-05-28" 0.599283608243509 0.50437291282112
"2020-05-29" 0.606690682129139 0.510006120176264
"2020-05-30" 0.614097756014768 0.496568726717209
"2020-05-31" 0.60828045400241 0.476047970477478
"2020-06-01" 0.602463151990052 0.574366614671938
"2020-06-02" 0.587761261704289 0.570158042622213
"2020-06-03" 0.573059371418526 0.529759447204446
"2020-06-04" 0.565085774807388 0.501394469229485
"2020-06-05" 0.557112178196249 0.552576041662262
"2020-06-06" 0.565591730547383 0.605349329463409
"2020-06-07" 0.574071282898517 0.521838385232865
"2020-06-08" 0.598475563127218 0.710568775305766
"2020-06-09" 0.622879843355918 0.61804687491092
"2020-06-10" 0.639943064102394 0.673967326360337
"2020-06-11" 0.657006284848869 0.683944757549947
"2020-06-12" 0.663734650557099 0.782106867007108
"2020-06-13" 0.670463016265328 0.651539148412571
"2020-06-14" 0.676694945850964 0.594690741436179
"2020-06-15" 0.682926875436599 0.654849019614853
"2020-06-16" 0.699255314726342 0.691027984974609
"2020-06-17" 0.715583754016086 0.679119921803565
"2020-06-18" 0.748397932714215 0.741573747778581
"2020-06-19" 0.781212111412345 0.722788690782174
"2020-06-20" 0.816255506251234 0.741124385682789
"2020-06-21" 0.851298901090124 0.834129336630561
"2020-06-22" 0.872937507515302 0.902850757061729
"2020-06-23" 0.89457611394048 0.896651545231643
"2020-06-24" 0.890813106729573 0.858278804879702
"2020-06-25" 0.887050099518666 0.840533182557886
"2020-06-26" 0.878590772557908 0.783632947890281
"2020-06-27" 0.870131445597149 0.851483367300958
"2020-06-28" 0.857584607051335 0.781791870567542
"2020-06-29" 0.84503776850552 0.747430012988709
"2020-06-30" 0.843026017001882 0.790301257655221
"2020-07-01" 0.841014265498244 0.805309292292577
"2020-07-02" 0.851709935441586 0.790901635346867
"2020-07-03" 0.862405605384929 0.693106241665811
"2020-07-04" 0.871573626378405 0.868638870227739
"2020-07-05" 0.88074164737188 0.86232950772832
"2020-07-06" 0.889205114679476 0.794434331584341
"2020-07-07" 0.897668581987072 0.779493043408863
"2020-07-08" 0.901671939465907 0.709680545242033
"2020-07-09" 0.905675296944742 0.850798177254174
"2020-07-10" 0.904122255920663 0.816450501480414
"2020-07-11" 0.902569214896583 0.794211435275377
"2020-07-12" 0.886194903868779 0.775144212924085
"2020-07-13" 0.869820592840975 0.747201855442741
"2020-07-14" 0.872014331454171 0.711309636206605
"2020-07-15" 0.874208070067367 0.662381444763365
