"Index" "kof_mob" "mobility_trendecon_r"
"2020-07-16" 0.879013462565821 0.685721465729351
"2020-07-17" 0.883818855064275 0.656868056750532
"2020-07-18" 0.883475704377326 0.815211366833411
"2020-07-19" 0.883132553690377 0.769269948227632
"2020-07-20" 0.882290483739045 0.675786916967207
"2020-07-21" 0.881448413787714 0.631509487189531
"2020-07-22" 0.866971144308281 0.62961834251386
"2020-07-23" 0.85249387482885 0.638610277123541
"2020-07-24" 0.848791013439709 0.828320595294731
"2020-07-25" 0.845088152050568 0.713478987520091
"2020-07-26" 0.85520213796362 0.75961657754942
"2020-07-27" 0.865316123876672 0.819443684583798
"2020-07-28" 0.855590280161397 0.697878799106415
"2020-07-29" 0.845864436446121 0.720871367688886
"2020-07-30" 0.817766402240732 0.783887991143663
"2020-07-31" 0.789668368035343 0.807977373041606
"2020-08-01" 0.760958700193971 0.491111390951108
"2020-08-02" 0.732249032352599 0.681090425116113
"2020-08-03" 0.710129225343532 0.669081466090213
"2020-08-04" 0.688009418334464 0.713629338944149
"2020-08-05" 0.690077220832265 0.705013186629548
"2020-08-06" 0.692145023330065 0.740388304545775
"2020-08-07" 0.701124269055199 0.74187502583542
"2020-08-08" 0.710103514780333 0.709317837594529
"2020-08-09" 0.712793525257003 0.793039049387343
"2020-08-10" 0.715483535733674 0.683131009037676
"2020-08-11" 0.717201858734387 0.734987289517556
"2020-08-12" 0.718920181735101 0.741919035590325
"2020-08-13" 0.719973761520007 0.663349751491321
"2020-08-14" 0.721027341304913 0.698323014027666
"2020-08-15" 0.721795326970566 0.770654882131484
"2020-08-16" 0.722563312636219 0.750292227378142
"2020-08-17" 0.722222996663926 0.73127813245659
"2020-08-18" 0.721882680691633 0.828009352041903
"2020-08-19" 0.715056606023937 0.69575037604254
"2020-08-20" 0.708230531356241 0.701791582369488
"2020-08-21" 0.701928573436896 0.765346706407146
"2020-08-22" 0.695626615517551 0.64940875349509
"2020-08-23" 0.688702785037525 0.706615365509265
"2020-08-24" 0.681778954557498 0.7337365796071
